state,pollster,n,mode,population,start.date,end.date,democratic_candidate,republican_candidate,undecided,other,partisan,two_party_sum,polltype,n_respondents,n_democratic_candidate,pct_democratic_candidate,n_republican_candidate,pct_republican_candidate,n_other,p_other
AZ,YouGov,702,Live Phone,Likely Voters,2012-11-04,2012-11-06,44,52,0,4,NA,96,0,702,309,0.4583333333333333,365,0.5416666666666666,28,0.04
GA,YouGov,1070,Live Phone,Likely Voters,2012-11-04,2012-11-06,44,52,0,4,NA,96,0,1070,471,0.4583333333333333,556,0.5416666666666666,43,0.04
IN,YouGov,768,Live Phone,Likely Voters,2012-11-04,2012-11-06,44,51,0,5,NA,95,0,768,338,0.4631578947368421,392,0.5368421052631579,38,0.05
IN,Rasmussen,600,Live Phone,Likely Voters,2012-11-04,2012-11-06,43,52,0,5,NA,95,0,600,258,0.45263157894736844,312,0.5473684210526316,30,0.05
MT,Rasmussen,500,Live Phone,Likely Voters,2012-11-04,2012-11-06,43,53,0,4,NA,96,0,500,215,0.4479166666666667,265,0.5520833333333334,20,0.04
MT,Mason,625,Live Phone,Likely Voters,2012-11-04,2012-11-06,43,53,0,4,NA,96,0,625,269,0.4479166666666667,331,0.5520833333333334,25,0.04
MO,SurveyUSA,589,Live Phone,Likely Voters,2012-11-05,2012-11-06,43,50,0,7,NA,93,0,589,253,0.46236559139784944,294,0.5376344086021505,41,0.07
SD,Nielson Brothers,671,Live Phone,Likely Voters,2012-11-03,2012-11-06,42,50,0,8,NA,92,0,671,282,0.45652173913043476,336,0.5434782608695652,54,0.08
MO,YouGov,779,Live Phone,Likely Voters,2012-11-04,2012-11-06,42,53,0,5,NA,95,0,779,327,0.4421052631578947,413,0.5578947368421052,39,0.05
TN,YouGov,697,Live Phone,Likely Voters,2012-11-04,2012-11-06,42,53,0,5,NA,95,0,697,293,0.4421052631578947,369,0.5578947368421052,35,0.05
TX,YouGov,1563,Live Phone,Likely Voters,2012-11-04,2012-11-06,38,57,0,5,NA,95,0,1563,594,0.4,891,0.6,78,0.05
UT,Dan Jones,870,Live Phone,Registered Voters,2012-11-03,2012-11-06,26,69,0,5,NA,95,1,870,226,0.2736842105263158,600,0.7263157894736842,44,0.05
PA,Franklin,558,Live Phone/Online,lv,2020-10-19,2020-10-25,50,44,0,0,Nonpartisan,94,NA,558,279,0.5319148936170213,246,0.46808510638297873,0,0
PA,RMG Research,800,Online,lv,2020-10-25,2020-10-27,51,45,0,0,Nonpartisan,96,NA,800,408,0.53125,360,0.46875,0,0
MN,SurveyUSA,649,Online,lv,2020-10-23,2020-10-27,47,42,0,0,Nonpartisan,89,NA,649,305,0.5280898876404494,273,0.47191011235955055,0,0
MI,Mitchell Research,759,Online,lv,2020-10-25,2020-10-27,52,42,0,3,Nonpartisan,94,NA,759,395,0.5531914893617021,319,0.44680851063829785,23,0.03
MT,Montana State University Billings,546,Live Phone,lv,2020-10-19,2020-10-24,45,52,0,1,Nonpartisan,97,NA,546,246,0.4639175257731959,284,0.5360824742268041,5,0.01
AZ,The Justice Collaborative Institute,1007,Online,rv,2020-10-22,2020-10-25,49,43,0,0,Nonpartisan,92,NA,1007,493,0.532608695652174,433,0.4673913043478261,0,0
FL,Ipsos,704,Online,lv,2020-10-21,2020-10-27,49,47,0,0,Nonpartisan,96,NA,704,345,0.5104166666666666,331,0.4895833333333333,0,0
AZ,Ipsos,714,Online,lv,2020-10-21,2020-10-27,48,46,0,0,Nonpartisan,94,NA,714,343,0.5106382978723404,328,0.48936170212765956,0,0
--,Ipsos,825,Online,lv,2020-10-23,2020-10-27,52,42,0,0,Nonpartisan,94,NA,825,429,0.5531914893617021,346,0.44680851063829785,0,0
--,SSRS,886,Live Phone,lv,2020-10-23,2020-10-26,54,42,0,0,Nonpartisan,96,NA,886,478,0.5625,372,0.4375,0,0
--,Redfield,4790,Online,lv,2020-10-25,2020-10-26,51,41,0,2,Nonpartisan,92,NA,4790,2443,0.5543478260869565,1964,0.44565217391304346,96,0.02
PA,Latino Decisions,723,Live Phone,rv,2020-10-17,2020-10-25,50,45,0,0,Nonpartisan,95,NA,723,362,0.5263157894736842,325,0.47368421052631576,0,0
TX,Latino Decisions,758,Live Phone,rv,2020-10-17,2020-10-25,46,49,0,0,Nonpartisan,95,NA,758,349,0.4842105263157895,371,0.5157894736842106,0,0
FL,Latino Decisions,743,Live Phone,rv,2020-10-17,2020-10-25,49,46,0,0,Nonpartisan,95,NA,743,364,0.5157894736842106,342,0.4842105263157895,0,0
AZ,Latino Decisions,725,Live Phone,rv,2020-10-17,2020-10-25,50,45,0,0,Nonpartisan,95,NA,725,362,0.5263157894736842,326,0.47368421052631576,0,0
AR,University of Arkansas,591,Live Phone,lv,2020-10-09,2020-10-21,32,65,0,0,Nonpartisan,97,NA,591,189,0.32989690721649484,384,0.6701030927835051,0,0
--,GBAO,1150,Online,rv,2020-10-15,2020-10-19,53,40,0,0,Nonpartisan,93,NA,1150,610,0.5698924731182796,460,0.43010752688172044,0,0
--,GBAO,1150,Online,rv,2020-09-12,2020-09-16,51,39,0,0,Nonpartisan,90,NA,1150,586,0.5666666666666667,448,0.43333333333333335,0,0
SC,East Carolina University,763,Online,lv,2020-10-24,2020-10-25,44,52,0,0,Nonpartisan,96,NA,763,336,0.4583333333333333,397,0.5416666666666666,0,0
NC,Harper Polling,504,Online,lv,2020-10-22,2020-10-25,47,46,0,0,Nonpartisan,93,NA,504,237,0.5053763440860215,232,0.4946236559139785,0,0
AZ,Gravis Marketing,704,IVR,lv,2020-10-26,2020-10-28,48,44,0,0,Nonpartisan,92,NA,704,338,0.5217391304347826,310,0.4782608695652174,0,0
NC,Gravis Marketing,614,IVR,lv,2020-10-26,2020-10-27,49,48,0,0,Nonpartisan,97,NA,614,301,0.5051546391752577,295,0.4948453608247423,0,0
WI,Marquette University Law School,749,Live Phone,lv,2020-10-21,2020-10-25,48,43,0,0,Nonpartisan,91,NA,749,360,0.5274725274725275,322,0.4725274725274725,0,0
MI,NYT,856,Live Phone,lv,2020-10-23,2020-10-26,49,41,0,0,Nonpartisan,90,NA,856,419,0.5444444444444444,351,0.45555555555555555,0,0
GA,Monmouth University,504,Live Phone,lv,2020-10-23,2020-10-27,50,47,0,0,Nonpartisan,97,NA,504,252,0.5154639175257731,237,0.4845360824742268,0,0
--,Rethink Priorities,4933,Online,lv,2020-10-20,2020-10-20,51,42,0,0,Nonpartisan,93,NA,4933,2516,0.5483870967741935,2072,0.45161290322580644,0,0
--,Spry Strategies,3500,IVR,lv,2020-10-20,2020-10-23,48,46,0,0,Nonpartisan,94,NA,3500,1680,0.5106382978723404,1610,0.48936170212765956,0,0
--,Change Research,1125,Online,lv,2020-10-23,2020-10-24,51,43,0,0,Nonpartisan,94,NA,1125,574,0.5425531914893617,484,0.4574468085106383,0,0
--,YouGov,1365,Online,lv,2020-10-25,2020-10-27,54,43,0,0,Nonpartisan,97,NA,1365,737,0.5567010309278351,587,0.44329896907216493,0,0
VA,Christopher Newport University,908,Live Phone,lv,2020-10-15,2020-10-27,53,41,0,0,Nonpartisan,94,NA,908,481,0.5638297872340425,372,0.43617021276595747,0,0
ME,Colby College,879,Live Phone,lv,2020-10-21,2020-10-25,51,38,0,0,Nonpartisan,89,NA,879,448,0.5730337078651685,334,0.42696629213483145,0,0
WI,ABC,809,Live Phone,lv,2020-10-20,2020-10-25,57,40,0,0,Nonpartisan,97,NA,809,461,0.5876288659793815,324,0.41237113402061853,0,0
MI,ABC,789,Live Phone,lv,2020-10-20,2020-10-25,51,44,0,2,Nonpartisan,95,NA,789,402,0.5368421052631579,347,0.4631578947368421,16,0.02
SC,Data for Progress,1196,Online,lv,2020-10-22,2020-10-27,44,50,0,1,Nonpartisan,94,NA,1196,526,0.46808510638297873,598,0.5319148936170213,12,0.01
AZ,Patinkin Research Strategies,729,Live Phone,lv,2020-10-21,2020-10-24,52,45,0,0,Nonpartisan,97,NA,729,379,0.5360824742268041,328,0.4639175257731959,0,0
MI,Glengariff Group,600,Live Phone,lv,2020-10-23,2020-10-25,49,42,0,0,Nonpartisan,91,NA,600,294,0.5384615384615384,252,0.46153846153846156,0,0
IA,RABA Research,693,Live Phone,rv,2020-10-21,2020-10-24,50,46,0,0,Nonpartisan,96,NA,693,346,0.5208333333333334,319,0.4791666666666667,0,0
NC,SurveyUSA,627,Online,lv,2020-10-23,2020-10-26,48,48,0,0,Nonpartisan,96,NA,627,301,0.5,301,0.5,0,0
NC,Ipsos,647,Online,lv,2020-10-21,2020-10-27,49,48,0,2,Nonpartisan,97,NA,647,317,0.5051546391752577,311,0.4948453608247423,13,0.02
MI,Ipsos,652,Online,lv,2020-10-21,2020-10-27,52,43,0,0,Nonpartisan,95,NA,652,339,0.5473684210526316,280,0.45263157894736844,0,0
MT,Public Policy Polling,886,Online,rv,2020-10-26,2020-10-27,47,49,0,0,Nonpartisan,96,NA,886,416,0.4895833333333333,434,0.5104166666666666,0,0
NC,Public Policy Polling,937,IVR,rv,2020-10-26,2020-10-27,51,47,0,0,Nonpartisan,98,NA,937,478,0.5204081632653061,440,0.47959183673469385,0,0
NC,RMG Research,800,Online,lv,2020-10-24,2020-10-26,48,47,0,0,Nonpartisan,95,NA,800,384,0.5052631578947369,376,0.49473684210526314,0,0
MN,Gravis Marketing,657,IVR,lv,2020-10-24,2020-10-26,53,39,0,0,Nonpartisan,92,NA,657,348,0.5760869565217391,256,0.42391304347826086,0,0
LA,University of New Orleans,755,Online,lv,2020-10-22,2020-10-22,36,59,0,0,Nonpartisan,95,NA,755,272,0.37894736842105264,445,0.6210526315789474,0,0
AZ,OH Predictive Insights amended,716,Live Phone,lv,2020-10-22,2020-10-25,49,46,0,3,Nonpartisan,95,NA,716,351,0.5157894736842106,329,0.4842105263157895,21,0.03
NV,NYT,809,Live Phone,lv,2020-10-23,2020-10-26,49,43,0,3,Nonpartisan,92,NA,809,396,0.532608695652174,348,0.4673913043478261,24,0.03
--,POS,800,Live Phone,rv,2020-10-21,2020-10-24,51,40,0,0,Nonpartisan,91,NA,800,408,0.5604395604395604,320,0.43956043956043955,0,0
FL,Florida Atlantic University,937,IVR/Online,lv,2020-10-24,2020-10-25,50,48,0,0,Nonpartisan,98,NA,937,468,0.5102040816326531,450,0.4897959183673469,0,0
NV,University of Nevada,802,Online,lv,2020-10-16,2020-10-23,50,41,0,0,Nonpartisan,91,NA,802,401,0.5494505494505495,329,0.45054945054945056,0,0
CA,University of California,5352,Online,lv,2020-10-16,2020-10-21,65,29,0,0,Nonpartisan,94,NA,5352,3479,0.6914893617021277,1552,0.30851063829787234,0,0
MS,Civiqs,507,Online,lv,2020-10-23,2020-10-26,41,55,0,0,Nonpartisan,96,NA,507,208,0.4270833333333333,279,0.5729166666666666,0,0
GA,Civiqs,1047,Online,lv,2020-10-23,2020-10-26,51,46,0,0,Nonpartisan,97,NA,1047,534,0.5257731958762887,482,0.4742268041237113,0,0
PA,Civiqs,1145,Online,lv,2020-10-23,2020-10-26,52,45,0,0,Nonpartisan,97,NA,1145,595,0.5360824742268041,515,0.4639175257731959,0,0
MD,Gonzales Research,820,Live Phone,rv,2020-10-19,2020-10-24,58,33,0,0,Nonpartisan,91,NA,820,476,0.6373626373626373,271,0.3626373626373626,0,0
WI,Ipsos,664,Online,lv,2020-10-20,2020-10-26,53,44,0,3,Nonpartisan,97,NA,664,352,0.5463917525773195,292,0.4536082474226804,20,0.03
PA,Ipsos,655,Online,lv,2020-10-20,2020-10-26,51,44,0,3,Nonpartisan,95,NA,655,334,0.5368421052631579,288,0.4631578947368421,20,0.03
--,YouGov,1450,Online,lv,2020-10-23,2020-10-25,54,42,0,0,Nonpartisan,96,NA,1450,783,0.5625,609,0.4375,0,0
FL,RMG Research,800,Online,lv,2020-10-20,2020-10-22,50,48,0,0,Nonpartisan,98,NA,800,400,0.5102040816326531,384,0.4897959183673469,0,0
TX,NYT,802,Live Phone,lv,2020-10-20,2020-10-25,43,47,0,0,Nonpartisan,90,NA,802,345,0.4777777777777778,377,0.5222222222222223,0,0
--,Morning Consult,15509,Online,lv,2020-10-23,2020-10-25,52,43,0,3,Nonpartisan,95,NA,15509,8065,0.5473684210526316,6669,0.45263157894736844,465,0.03
TX,Data for Progress,1018,Online,lv,2020-10-22,2020-10-25,49,48,0,1,Nonpartisan,97,NA,1018,499,0.5051546391752577,489,0.4948453608247423,10,0.01
TX,YouGov,1000,Online,lv,2020-10-13,2020-10-20,45,50,0,0,Nonpartisan,95,NA,1000,450,0.47368421052631576,500,0.5263157894736842,0,0
--,IBD,982,Live Phone/Online,lv,2020-10-21,2020-10-25,52,45,0,2,Nonpartisan,97,NA,982,511,0.5360824742268041,442,0.4639175257731959,20,0.02
GA,University of Georgia,1145,Live Phone,lv,2020-10-14,2020-10-23,47,46,0,3,Nonpartisan,93,NA,1145,538,0.5053763440860215,527,0.4946236559139785,34,0.03
WI,YouGov,647,Online,lv,2020-10-13,2020-10-21,53,44,0,0,Nonpartisan,97,NA,647,343,0.5463917525773195,285,0.4536082474226804,0,0
PA,YouGov,669,Online,lv,2020-10-13,2020-10-21,52,44,0,0,Nonpartisan,96,NA,669,348,0.5416666666666666,294,0.4583333333333333,0,0
MI,YouGov,681,Online,lv,2020-10-13,2020-10-21,52,42,0,0,Nonpartisan,94,NA,681,354,0.5531914893617021,286,0.44680851063829785,0,0
--,USC Dornsife,5355,Online,lv,2020-10-12,2020-10-25,53,43,0,0,Nonpartisan,96,NA,5355,2838,0.5520833333333334,2303,0.4479166666666667,0,0
MI,Gravis Marketing,679,IVR,lv,2020-10-24,2020-10-24,55,42,0,0,Nonpartisan,97,NA,679,373,0.5670103092783505,285,0.4329896907216495,0,0
NC,YouGov,1022,Online,lv,2020-10-20,2020-10-23,51,47,0,0,Nonpartisan,98,NA,1022,521,0.5204081632653061,480,0.47959183673469385,0,0
GA,YouGov,1090,Online,lv,2020-10-20,2020-10-23,49,49,0,0,Nonpartisan,98,NA,1090,534,0.5,534,0.5,0,0
FL,YouGov,1228,Online,lv,2020-10-20,2020-10-23,50,48,0,0,Nonpartisan,98,NA,1228,614,0.5102040816326531,589,0.4897959183673469,0,0
SD,Mason,625,Live Phone,lv,2020-10-19,2020-10-21,40,51,0,0,Nonpartisan,91,NA,625,250,0.43956043956043955,319,0.5604395604395604,0,0
TX,University of Texas at Tyler,925,Live Phone/Online,lv,2020-10-13,2020-10-20,48,45,0,3,Nonpartisan,93,NA,925,444,0.5161290322580645,416,0.4838709677419355,28,0.03
MT,RMG Research,500,Online,lv,2020-10-15,2020-10-18,46,50,0,2,Nonpartisan,96,NA,500,230,0.4791666666666667,250,0.5208333333333334,10,0.02
WI,Gravis Marketing,677,IVR,lv,2020-10-23,2020-10-23,54,43,0,0,Nonpartisan,97,NA,677,366,0.5567010309278351,291,0.44329896907216493,0,0
PA,Gravis Marketing,602,IVR,lv,2020-10-23,2020-10-23,51,44,0,0,Nonpartisan,95,NA,602,307,0.5368421052631579,265,0.4631578947368421,0,0
WV,Triton Poling,544,Online,lv,2020-10-19,2020-10-20,38,58,0,0,Nonpartisan,96,NA,544,207,0.3958333333333333,316,0.6041666666666666,0,0
--,Echelon Insights,1006,Live Phone,lv,2020-10-16,2020-10-20,51,44,0,0,Nonpartisan,95,NA,1006,513,0.5368421052631579,443,0.4631578947368421,0,0
GA,Landmark Communications,500,Live Phone,lv,2020-10-21,2020-10-21,45,49,0,0,Nonpartisan,94,NA,500,225,0.4787234042553192,245,0.5212765957446809,0,0
--,Ipsos,935,Online,lv,2020-10-20,2020-10-22,51,43,0,0,Nonpartisan,94,NA,935,477,0.5425531914893617,402,0.4574468085106383,0,0
NC,Meredith College,732,Online,lv,2020-10-16,2020-10-19,48,44,0,2,Nonpartisan,92,NA,732,351,0.5217391304347826,322,0.4782608695652174,15,0.02
MT,NYT,758,Live Phone,lv,2020-10-18,2020-10-20,43,49,0,3,Nonpartisan,92,NA,758,326,0.4673913043478261,371,0.532608695652174,23,0.03
FL,St Pete Polls,2527,Online,lv,2020-10-21,2020-10-22,49,47,0,0,Nonpartisan,96,NA,2527,1238,0.5104166666666666,1188,0.4895833333333333,0,0
--,Data for Progress,811,Online,lv,2020-10-20,2020-10-20,54,44,0,0,Nonpartisan,98,NA,811,438,0.5510204081632653,357,0.4489795918367347,0,0
PA,Muhlenberg College,416,Live Phone,lv,2020-10-13,2020-10-20,51,44,0,0,Nonpartisan,95,NA,416,212,0.5368421052631579,183,0.4631578947368421,0,0
--,Global Strategy Group,1000,Online,rv,2020-10-15,2020-10-19,53,43,0,0,Nonpartisan,96,NA,1000,530,0.5520833333333334,430,0.4479166666666667,0,0
MI,EPIC,600,Live Phone,lv,2020-10-15,2020-10-19,48,39,0,0,Nonpartisan,87,NA,600,288,0.5517241379310345,234,0.4482758620689655,0,0
UT,RMG Research,1000,Online,lv,2020-10-12,2020-10-17,38,50,0,3,Nonpartisan,88,NA,1000,380,0.4318181818181818,500,0.5681818181818182,30,0.03
--,Quinnipiac University,1426,Live Phone,lv,2020-10-16,2020-10-19,51,41,0,0,Nonpartisan,92,NA,1426,727,0.5543478260869565,585,0.44565217391304346,0,0
WI,RMG Research,800,Online,lv,2020-10-14,2020-10-20,50,44,0,0,Nonpartisan,94,NA,800,400,0.5319148936170213,352,0.46808510638297873,0,0
MT,Strategies 360,500,Live Phone/Online,lv,2020-10-15,2020-10-20,43,51,0,0,Nonpartisan,94,NA,500,215,0.4574468085106383,255,0.5425531914893617,0,0
KS,NYT,755,Live Phone,lv,2020-10-18,2020-10-20,41,48,0,0,Nonpartisan,89,NA,755,310,0.4606741573033708,362,0.5393258426966292,0,0
MI,Public Policy Polling,804,IVR,rv,2020-10-21,2020-10-22,50,43,0,0,Nonpartisan,93,NA,804,402,0.5376344086021505,346,0.46236559139784944,0,0
PA,Public Policy Polling,890,IVR,rv,2020-10-21,2020-10-22,51,46,0,0,Nonpartisan,97,NA,890,454,0.5257731958762887,409,0.4742268041237113,0,0
VA,George Mason University,908,Live Phone,lv,2020-10-13,2020-10-19,52,41,0,3,Nonpartisan,93,NA,908,472,0.5591397849462365,372,0.44086021505376344,27,0.03
PA,Civiqs,1577,Online,a,2020-10-17,2020-10-21,52,46,0,0,Nonpartisan,98,NA,1577,820,0.5306122448979592,725,0.46938775510204084,0,0
CA,Public Policy Institute of California,1185,Live Phone,lv,2020-10-19,2020-10-18,58,32,0,5,Nonpartisan,90,NA,1185,687,0.6444444444444445,379,0.35555555555555557,59,0.05
MN,SurveyUSA,625,Online,lv,2020-10-16,2020-10-20,48,42,0,0,Nonpartisan,90,NA,625,300,0.5333333333333333,262,0.4666666666666667,0,0
WI,Morning Consult,1038,Online,lv,2020-10-11,2020-10-20,54,42,0,0,Nonpartisan,96,NA,1038,561,0.5625,436,0.4375,0,0
TX,Morning Consult,3347,Online,lv,2020-10-11,2020-10-20,48,47,0,0,Nonpartisan,95,NA,3347,1607,0.5052631578947369,1573,0.49473684210526314,0,0
SC,Morning Consult,926,Online,lv,2020-10-11,2020-10-20,45,51,0,0,Nonpartisan,96,NA,926,417,0.46875,472,0.53125,0,0
PA,Morning Consult,2563,Online,lv,2020-10-11,2020-10-20,52,43,0,0,Nonpartisan,95,NA,2563,1333,0.5473684210526316,1102,0.45263157894736844,0,0
OH,Morning Consult,2271,Online,lv,2020-10-11,2020-10-20,47,49,0,0,Nonpartisan,96,NA,2271,1067,0.4895833333333333,1113,0.5104166666666666,0,0
NC,Morning Consult,1904,Online,lv,2020-10-11,2020-10-20,50,47,0,0,Nonpartisan,97,NA,1904,952,0.5154639175257731,895,0.4845360824742268,0,0
MN,Morning Consult,864,Online,lv,2020-10-11,2020-10-20,51,42,0,0,Nonpartisan,93,NA,864,441,0.5483870967741935,363,0.45161290322580644,0,0
MI,Morning Consult,1717,Online,lv,2020-10-11,2020-10-20,52,44,0,0,Nonpartisan,96,NA,1717,893,0.5416666666666666,755,0.4583333333333333,0,0
GA,Morning Consult,1672,Online,lv,2020-10-11,2020-10-20,48,46,0,0,Nonpartisan,94,NA,1672,803,0.5106382978723404,769,0.48936170212765956,0,0
FL,Morning Consult,4685,Online,lv,2020-10-11,2020-10-20,52,45,0,0,Nonpartisan,97,NA,4685,2436,0.5360824742268041,2108,0.4639175257731959,0,0
CO,Morning Consult,788,Online,lv,2020-10-11,2020-10-20,55,39,0,0,Nonpartisan,94,NA,788,433,0.5851063829787234,307,0.4148936170212766,0,0
AZ,Morning Consult,1066,Online,lv,2020-10-11,2020-10-20,47,48,0,0,Nonpartisan,95,NA,1066,501,0.49473684210526314,512,0.5052631578947369,0,0
GA,Garin,600,Live Phone,lv,2020-10-11,2020-10-14,51,44,0,0,Nonpartisan,95,NA,600,306,0.5368421052631579,264,0.4631578947368421,0,0
MI,Data for Progress,830,Online,lv,2020-10-15,2020-10-18,50,45,0,2,Nonpartisan,95,NA,830,415,0.5263157894736842,374,0.47368421052631576,17,0.02
--,Ipsos,949,Online,lv,2020-10-16,2020-10-20,51,42,0,0,Nonpartisan,93,NA,949,484,0.5483870967741935,399,0.45161290322580644,0,0
OK,SoonerPoll,5466,Live Phone/Online,lv,2020-10-15,2020-10-20,37,59,0,2,Nonpartisan,96,NA,5466,2022,0.3854166666666667,3225,0.6145833333333334,109,0.02
MI,FOX,1032,Live Phone,lv,2020-10-17,2020-10-20,52,40,0,0,Nonpartisan,92,NA,1032,537,0.5652173913043478,413,0.43478260869565216,0,0
OH,FOX,1018,Live Phone,lv,2020-10-17,2020-10-20,45,48,0,0,Nonpartisan,93,NA,1018,458,0.4838709677419355,489,0.5161290322580645,0,0
PA,FOX,1045,Live Phone,lv,2020-10-17,2020-10-20,50,45,0,0,Nonpartisan,95,NA,1045,522,0.5263157894736842,470,0.47368421052631576,0,0
WI,FOX,1037,Live Phone,lv,2020-10-17,2020-10-20,49,44,0,0,Nonpartisan,93,NA,1037,508,0.5268817204301075,456,0.4731182795698925,0,0
AZ,Ipsos,658,Online,lv,2020-10-14,2020-10-21,50,46,0,1,Nonpartisan,96,NA,658,329,0.5208333333333334,303,0.4791666666666667,7,0.01
FL,Ipsos,662,Online,lv,2020-10-14,2020-10-20,51,46,0,2,Nonpartisan,97,NA,662,338,0.5257731958762887,305,0.4742268041237113,13,0.02
PA,SSRS,843,Live Phone,lv,2020-10-15,2020-10-20,53,43,0,2,Nonpartisan,96,NA,843,447,0.5520833333333334,362,0.4479166666666667,17,0.02
FL,SSRS,8847,Live Phone,lv,2020-10-15,2020-10-20,50,46,0,2,Nonpartisan,96,NA,8847,4424,0.5208333333333334,4070,0.4791666666666667,177,0.02
TX,Quinnipiac University,1145,Live Phone,lv,2020-10-16,2020-10-19,47,47,0,0,Nonpartisan,94,NA,1145,538,0.5,538,0.5,0,0
PA,Quinnipiac University,1241,Live Phone,lv,2020-10-16,2020-10-19,51,43,0,0,Nonpartisan,94,NA,1241,633,0.5425531914893617,534,0.4574468085106383,0,0
AK,Public Policy Polling,800,IVR,rv,2020-10-19,2020-10-20,45,50,0,0,Nonpartisan,95,NA,800,360,0.47368421052631576,400,0.5263157894736842,0,0
KS,Public Policy Polling,897,IVR,rv,2020-10-19,2020-10-20,42,54,0,0,Nonpartisan,96,NA,897,377,0.4375,484,0.5625,0,0
WI,Latino Decisions,400,Online,lv,2020-10-14,2020-10-19,50,45,0,0,Nonpartisan,95,NA,400,200,0.5263157894736842,180,0.47368421052631576,0,0
IA,NYT,753,Live Phone,lv,2020-10-18,2020-10-20,46,43,0,3,Nonpartisan,89,NA,753,346,0.5168539325842697,324,0.48314606741573035,23,0.03
PA,Suffolk University,500,Live Phone,lv,2020-10-15,2020-10-19,49,42,0,1,Nonpartisan,91,NA,500,245,0.5384615384615384,210,0.46153846153846156,5,0.01
IA,Monmouth University,501,Live Phone,lv,2020-10-15,2020-10-19,51,47,0,0,Nonpartisan,98,NA,501,256,0.5204081632653061,235,0.47959183673469385,0,0
--,Research Co,1053,Online,lv,2020-10-16,2020-10-18,50,42,0,2,Nonpartisan,92,NA,1053,526,0.5434782608695652,442,0.45652173913043476,21,0.02
--,SurveyUSA,1135,Online,lv,2020-10-16,2020-10-19,53,43,0,0,Nonpartisan,96,NA,1135,602,0.5520833333333334,488,0.4479166666666667,0,0
MN,Civiqs,840,Online,lv,2020-10-17,2020-10-20,53,43,0,0,Nonpartisan,96,NA,840,445,0.5520833333333334,361,0.4479166666666667,0,0
FL,Civiqs,863,Online,lv,2020-10-17,2020-10-20,51,47,0,0,Nonpartisan,98,NA,863,440,0.5204081632653061,406,0.47959183673469385,0,0
NV,Civiqs,712,Online,lv,2020-10-17,2020-10-20,52,43,0,0,Nonpartisan,95,NA,712,370,0.5473684210526316,306,0.45263157894736844,0,0
--,YouGov,1344,Online,lv,2020-10-18,2020-10-20,52,43,0,0,Nonpartisan,95,NA,1344,699,0.5473684210526316,578,0.45263157894736844,0,0
NJ,DKC Analytics,500,Online,lv,2020-10-05,2020-10-13,56,34,0,0,Nonpartisan,90,NA,500,280,0.6222222222222222,170,0.37777777777777777,0,0
--,J,844,Online,lv,2020-10-13,2020-10-13,52,42,0,0,Nonpartisan,94,NA,844,439,0.5531914893617021,354,0.44680851063829785,0,0
NM,GBAO,600,Live Phone,lv,2020-10-14,2020-10-17,54,41,0,0,Nonpartisan,95,NA,600,324,0.5684210526315789,246,0.43157894736842106,0,0
WI,Change Research,400,Online,lv,2020-10-16,2020-10-19,52,44,0,0,Nonpartisan,96,NA,400,208,0.5416666666666666,176,0.4583333333333333,0,0
PA,Change Research,400,Online,lv,2020-10-16,2020-10-19,49,47,0,0,Nonpartisan,96,NA,400,196,0.5104166666666666,188,0.4895833333333333,0,0
NC,Change Research,400,Online,lv,2020-10-16,2020-10-19,50,47,0,0,Nonpartisan,97,NA,400,200,0.5154639175257731,188,0.4845360824742268,0,0
MI,Change Research,400,Online,lv,2020-10-16,2020-10-19,51,44,0,0,Nonpartisan,95,NA,400,204,0.5368421052631579,176,0.4631578947368421,0,0
FL,Change Research,400,Online,lv,2020-10-16,2020-10-19,50,45,0,0,Nonpartisan,95,NA,400,200,0.5263157894736842,180,0.47368421052631576,0,0
AZ,Change Research,400,Online,lv,2020-10-16,2020-10-19,51,45,0,0,Nonpartisan,96,NA,400,204,0.53125,180,0.46875,0,0
--,Change Research,2711,Online,lv,2020-10-17,2020-10-18,52,42,0,0,Nonpartisan,94,NA,2711,1410,0.5531914893617021,1139,0.44680851063829785,0,0
